order_id,step_id,exception_code,exception_label,minutes_added,rework_flag
BL-12342,slot_locate,label_mismatch,Label mismatch,13.1,1
BL-12352,stage_ship,missed_sla,Missed same-day dock,11.7,0
BL-12353,stage_ship,missed_sla,Missed same-day dock,3.5,0
BL-12363,stage_ship,missed_sla,Missed same-day dock,17.1,0
BL-12365,pick,short_pick,Short pick / slot empty,12.1,1
BL-12366,pick,short_pick,Short pick / slot empty,8.5,1
BL-12371,stage_ship,missed_sla,Missed same-day dock,4.5,0
BL-12374,pack,damaged_carton,Damaged carton,9.0,0
BL-12377,pick,short_pick,Short pick / slot empty,17.4,1
BL-12378,qc,label_mismatch,Label mismatch,9.6,1
BL-12379,stage_ship,label_mismatch,Label mismatch,10.2,1
BL-12389,pack,damaged_carton,Damaged carton,10.0,0
BL-12401,qc,label_mismatch,Label mismatch,17.0,1
BL-12411,pick,short_pick,Short pick / slot empty,10.4,1
BL-12412,qc,label_mismatch,Label mismatch,6.9,1
BL-12414,qc,weight_fail,In-line weight fail,8.7,1
BL-12418,pack,damaged_carton,Damaged carton,11.0,0
BL-12420,qc,label_mismatch,Label mismatch,13.1,1
BL-12422,qc,label_mismatch,Label mismatch,11.6,1
BL-12428,pick,short_pick,Short pick / slot empty,8.7,1
BL-12439,qc,weight_fail,In-line weight fail,11.3,1
BL-12447,wave_release,weight_fail,In-line weight fail,6.9,1
BL-12447,slot_locate,weight_fail,In-line weight fail,11.3,1
BL-12452,pack,damaged_carton,Damaged carton,15.3,0
BL-12453,qc,label_mismatch,Label mismatch,10.7,1
BL-12463,qc,weight_fail,In-line weight fail,8.7,1
BL-12463,stage_ship,missed_sla,Missed same-day dock,14.2,0
BL-12475,qc,label_mismatch,Label mismatch,11.6,1
BL-12478,qc,weight_fail,In-line weight fail,16.4,1
BL-12484,pack,damaged_carton,Damaged carton,16.1,0
BL-12488,qc,weight_fail,In-line weight fail,9.3,1
BL-12489,stage_ship,missed_sla,Missed same-day dock,0.6,0
BL-12492,stage_ship,missed_sla,Missed same-day dock,9.2,0
BL-12501,pick,short_pick,Short pick / slot empty,11.7,1
BL-12507,pick,short_pick,Short pick / slot empty,16.2,1
BL-12516,slot_locate,weight_fail,In-line weight fail,12.2,1
BL-12517,qc,label_mismatch,Label mismatch,11.4,1
BL-12518,pack,damaged_carton,Damaged carton,11.5,0
BL-12518,stage_ship,missed_sla,Missed same-day dock,6.0,0
BL-12534,pick,short_pick,Short pick / slot empty,15.1,1
BL-12539,qc,weight_fail,In-line weight fail,6.9,1
BL-12547,stage_ship,missed_sla,Missed same-day dock,2.9,0
BL-12553,qc,weight_fail,In-line weight fail,11.8,1
BL-12553,stage_ship,label_mismatch,Label mismatch,5.0,1
BL-12559,stage_ship,missed_sla,Missed same-day dock,41.7,0
BL-12562,pack,damaged_carton,Damaged carton,9.3,0
BL-12565,stage_ship,missed_sla,Missed same-day dock,7.7,0
BL-12566,stage_ship,missed_sla,Missed same-day dock,0.6,0
BL-12572,stage_ship,missed_sla,Missed same-day dock,3.3,0
BL-12584,wave_release,weight_fail,In-line weight fail,9.5,1
BL-12602,pack,damaged_carton,Damaged carton,13.2,0
BL-12605,pack,damaged_carton,Damaged carton,10.9,0
BL-12615,qc,weight_fail,In-line weight fail,14.1,1
BL-12617,stage_ship,missed_sla,Missed same-day dock,27.8,0
BL-12630,slot_locate,weight_fail,In-line weight fail,4.0,1
BL-12630,stage_ship,missed_sla,Missed same-day dock,2.3,0
BL-12633,stage_ship,missed_sla,Missed same-day dock,11.0,0
BL-12634,slot_locate,label_mismatch,Label mismatch,7.3,1
BL-12639,pack,damaged_carton,Damaged carton,14.2,0
BL-12639,stage_ship,missed_sla,Missed same-day dock,7.5,0
BL-12658,stage_ship,weight_fail,In-line weight fail,14.7,1
BL-12660,pack,damaged_carton,Damaged carton,5.4,0
BL-12661,stage_ship,missed_sla,Missed same-day dock,0.0,0
BL-12662,stage_ship,label_mismatch,Label mismatch,10.2,1
BL-12663,pack,damaged_carton,Damaged carton,20.3,0
BL-12663,stage_ship,missed_sla,Missed same-day dock,31.4,0
BL-12667,qc,label_mismatch,Label mismatch,4.6,1
BL-12667,stage_ship,missed_sla,Missed same-day dock,3.5,0
BL-12673,pack,damaged_carton,Damaged carton,11.3,0
BL-12674,pack,damaged_carton,Damaged carton,10.0,0
BL-12678,pick,short_pick,Short pick / slot empty,13.7,1
BL-12680,pick,short_pick,Short pick / slot empty,7.4,1
BL-12682,stage_ship,missed_sla,Missed same-day dock,8.1,0
BL-12686,stage_ship,missed_sla,Missed same-day dock,2.5,0
BL-12689,wave_release,label_mismatch,Label mismatch,7.2,1
BL-12696,stage_ship,label_mismatch,Label mismatch,18.9,1
BL-12696,stage_ship,missed_sla,Missed same-day dock,1.7,0
BL-12701,stage_ship,missed_sla,Missed same-day dock,6.8,0
BL-12702,pick,short_pick,Short pick / slot empty,15.4,1
BL-12714,pack,damaged_carton,Damaged carton,6.3,0
BL-12716,wave_release,weight_fail,In-line weight fail,11.6,1
BL-12717,pick,short_pick,Short pick / slot empty,17.7,1
BL-12718,slot_locate,label_mismatch,Label mismatch,12.8,1
BL-12726,slot_locate,weight_fail,In-line weight fail,9.6,1
BL-12726,qc,weight_fail,In-line weight fail,10.8,1
BL-12726,stage_ship,missed_sla,Missed same-day dock,17.5,0
BL-12728,pick,short_pick,Short pick / slot empty,13.2,1
BL-12728,pack,damaged_carton,Damaged carton,15.0,0
BL-12732,qc,weight_fail,In-line weight fail,13.0,1
BL-12748,qc,weight_fail,In-line weight fail,9.4,1
BL-12748,stage_ship,missed_sla,Missed same-day dock,2.5,0
BL-12767,pack,damaged_carton,Damaged carton,16.5,0
BL-12772,pick,short_pick,Short pick / slot empty,9.9,1
BL-12774,wave_release,weight_fail,In-line weight fail,18.4,1
BL-12774,pack,damaged_carton,Damaged carton,15.2,0
BL-12781,pick,short_pick,Short pick / slot empty,12.0,1
BL-12797,slot_locate,weight_fail,In-line weight fail,9.0,1
BL-12800,stage_ship,label_mismatch,Label mismatch,10.1,1
BL-12805,stage_ship,missed_sla,Missed same-day dock,0.6,0
BL-12808,pack,damaged_carton,Damaged carton,15.1,0
BL-12808,stage_ship,missed_sla,Missed same-day dock,42.5,0
BL-12811,pick,short_pick,Short pick / slot empty,16.3,1
BL-12811,pack,damaged_carton,Damaged carton,7.2,0
BL-12811,stage_ship,missed_sla,Missed same-day dock,15.7,0
BL-12812,pack,damaged_carton,Damaged carton,10.8,0
BL-12813,pick,short_pick,Short pick / slot empty,11.3,1
BL-12818,pack,damaged_carton,Damaged carton,10.7,0
BL-12831,pick,short_pick,Short pick / slot empty,16.4,1
BL-12840,stage_ship,missed_sla,Missed same-day dock,18.8,0
BL-12843,qc,label_mismatch,Label mismatch,16.5,1
BL-12845,pack,damaged_carton,Damaged carton,16.7,0
BL-12850,slot_locate,label_mismatch,Label mismatch,15.4,1
BL-12863,qc,weight_fail,In-line weight fail,12.4,1
BL-12869,pack,damaged_carton,Damaged carton,15.7,0
BL-12869,stage_ship,missed_sla,Missed same-day dock,4.4,0
BL-12873,pick,short_pick,Short pick / slot empty,14.4,1
BL-12876,wave_release,label_mismatch,Label mismatch,13.3,1
BL-12895,pack,damaged_carton,Damaged carton,10.2,0
BL-12904,qc,weight_fail,In-line weight fail,10.7,1
BL-12906,pack,damaged_carton,Damaged carton,11.9,0
BL-12907,qc,label_mismatch,Label mismatch,13.7,1
BL-12911,pick,short_pick,Short pick / slot empty,6.4,1
BL-12911,qc,label_mismatch,Label mismatch,11.6,1
BL-12911,stage_ship,missed_sla,Missed same-day dock,13.4,0
BL-12916,pick,short_pick,Short pick / slot empty,12.7,1
BL-12917,stage_ship,missed_sla,Missed same-day dock,2.4,0
BL-12923,pack,damaged_carton,Damaged carton,7.8,0
BL-12928,slot_locate,label_mismatch,Label mismatch,12.7,1
BL-12928,pack,damaged_carton,Damaged carton,9.8,0
BL-12937,stage_ship,weight_fail,In-line weight fail,15.7,1
BL-12939,stage_ship,missed_sla,Missed same-day dock,19.0,0
BL-12942,slot_locate,label_mismatch,Label mismatch,16.5,1
BL-12946,pack,damaged_carton,Damaged carton,10.2,0
BL-12961,stage_ship,missed_sla,Missed same-day dock,1.4,0
BL-12970,qc,label_mismatch,Label mismatch,8.0,1
BL-12975,pack,damaged_carton,Damaged carton,12.1,0
BL-12978,pick,short_pick,Short pick / slot empty,6.3,1
BL-12980,pick,short_pick,Short pick / slot empty,9.6,1
BL-12980,stage_ship,label_mismatch,Label mismatch,15.2,1
BL-12983,pack,damaged_carton,Damaged carton,16.0,0
BL-12984,stage_ship,missed_sla,Missed same-day dock,0.4,0
BL-12987,wave_release,label_mismatch,Label mismatch,10.4,1
BL-12988,stage_ship,label_mismatch,Label mismatch,13.2,1
BL-13004,pick,short_pick,Short pick / slot empty,13.1,1
BL-13016,pick,short_pick,Short pick / slot empty,9.7,1
BL-13022,stage_ship,missed_sla,Missed same-day dock,10.4,0
BL-13034,pack,damaged_carton,Damaged carton,17.4,0
BL-13042,qc,label_mismatch,Label mismatch,9.4,1
BL-13045,stage_ship,missed_sla,Missed same-day dock,7.2,0
BL-13051,slot_locate,weight_fail,In-line weight fail,11.5,1
BL-13055,qc,label_mismatch,Label mismatch,5.8,1
BL-13069,qc,label_mismatch,Label mismatch,10.0,1
BL-13069,stage_ship,missed_sla,Missed same-day dock,2.2,0
BL-13074,qc,label_mismatch,Label mismatch,10.3,1
BL-13074,stage_ship,missed_sla,Missed same-day dock,15.1,0
BL-13083,qc,weight_fail,In-line weight fail,13.1,1
BL-13096,qc,weight_fail,In-line weight fail,18.9,1
BL-13096,stage_ship,missed_sla,Missed same-day dock,35.3,0
BL-13106,slot_locate,weight_fail,In-line weight fail,7.9,1
BL-13110,qc,weight_fail,In-line weight fail,8.9,1
BL-13118,stage_ship,missed_sla,Missed same-day dock,2.5,0
BL-13134,stage_ship,missed_sla,Missed same-day dock,3.2,0
BL-13142,stage_ship,missed_sla,Missed same-day dock,6.0,0
BL-13147,stage_ship,missed_sla,Missed same-day dock,5.9,0
BL-13150,slot_locate,weight_fail,In-line weight fail,10.9,1
BL-13153,wave_release,weight_fail,In-line weight fail,6.4,1
BL-13170,stage_ship,missed_sla,Missed same-day dock,5.9,0
BL-13179,slot_locate,label_mismatch,Label mismatch,7.9,1
BL-13179,stage_ship,missed_sla,Missed same-day dock,43.3,0
BL-13180,pack,damaged_carton,Damaged carton,12.3,0
BL-13184,qc,weight_fail,In-line weight fail,7.2,1
BL-13186,slot_locate,label_mismatch,Label mismatch,9.4,1
BL-13190,stage_ship,missed_sla,Missed same-day dock,47.6,0
BL-13199,stage_ship,label_mismatch,Label mismatch,8.3,1
BL-13205,pack,damaged_carton,Damaged carton,7.1,0
BL-13208,stage_ship,weight_fail,In-line weight fail,4.0,1
BL-13211,stage_ship,missed_sla,Missed same-day dock,23.7,0
BL-13212,stage_ship,missed_sla,Missed same-day dock,14.2,0
BL-13213,stage_ship,missed_sla,Missed same-day dock,4.1,0
BL-13216,qc,weight_fail,In-line weight fail,7.3,1
BL-13218,qc,weight_fail,In-line weight fail,13.3,1
BL-13225,pack,damaged_carton,Damaged carton,14.8,0
BL-13234,wave_release,weight_fail,In-line weight fail,10.3,1
BL-13243,pick,short_pick,Short pick / slot empty,14.3,1
BL-13249,pick,short_pick,Short pick / slot empty,7.7,1
BL-13250,slot_locate,weight_fail,In-line weight fail,4.0,1
BL-13250,stage_ship,weight_fail,In-line weight fail,6.1,1
BL-13250,stage_ship,missed_sla,Missed same-day dock,27.2,0
BL-13262,pick,short_pick,Short pick / slot empty,8.3,1
BL-13272,wave_release,label_mismatch,Label mismatch,8.7,1
BL-13273,qc,weight_fail,In-line weight fail,4.5,1
BL-13281,wave_release,label_mismatch,Label mismatch,10.0,1
BL-13293,stage_ship,weight_fail,In-line weight fail,4.0,1
BL-13307,pack,damaged_carton,Damaged carton,7.6,0
BL-13309,stage_ship,missed_sla,Missed same-day dock,9.1,0
BL-13310,pack,damaged_carton,Damaged carton,12.8,0
BL-13311,qc,label_mismatch,Label mismatch,8.1,1
BL-13312,qc,label_mismatch,Label mismatch,13.1,1
BL-13314,pick,short_pick,Short pick / slot empty,16.5,1
BL-13319,qc,label_mismatch,Label mismatch,13.0,1
BL-13320,pack,damaged_carton,Damaged carton,10.4,0
BL-13322,pick,short_pick,Short pick / slot empty,13.8,1
BL-13327,pick,short_pick,Short pick / slot empty,10.4,1
BL-13330,stage_ship,weight_fail,In-line weight fail,10.8,1
BL-13332,stage_ship,missed_sla,Missed same-day dock,19.5,0
BL-13334,pack,damaged_carton,Damaged carton,17.2,0
BL-13342,pick,short_pick,Short pick / slot empty,16.7,1
BL-13359,stage_ship,missed_sla,Missed same-day dock,1.1,0
BL-13360,qc,weight_fail,In-line weight fail,17.3,1
BL-13361,pick,short_pick,Short pick / slot empty,12.3,1
BL-13361,stage_ship,missed_sla,Missed same-day dock,3.1,0
BL-13362,pack,damaged_carton,Damaged carton,12.6,0
BL-13362,stage_ship,missed_sla,Missed same-day dock,21.7,0
BL-13369,qc,label_mismatch,Label mismatch,9.3,1
BL-13372,pick,short_pick,Short pick / slot empty,9.5,1
BL-13373,stage_ship,weight_fail,In-line weight fail,8.4,1
BL-13380,stage_ship,missed_sla,Missed same-day dock,6.0,0
BL-13385,wave_release,weight_fail,In-line weight fail,16.6,1
BL-13395,qc,weight_fail,In-line weight fail,8.2,1
BL-13396,qc,weight_fail,In-line weight fail,6.2,1
BL-13396,stage_ship,weight_fail,In-line weight fail,12.2,1
BL-13397,pack,damaged_carton,Damaged carton,8.0,0
BL-13401,stage_ship,missed_sla,Missed same-day dock,11.6,0
BL-13406,qc,label_mismatch,Label mismatch,10.9,1
BL-13410,pick,short_pick,Short pick / slot empty,13.6,1
BL-13411,qc,label_mismatch,Label mismatch,9.1,1
BL-13420,pick,short_pick,Short pick / slot empty,15.1,1
BL-13422,pack,damaged_carton,Damaged carton,13.8,0
BL-13425,pack,damaged_carton,Damaged carton,17.1,0
BL-13453,stage_ship,missed_sla,Missed same-day dock,6.7,0
BL-13455,qc,label_mismatch,Label mismatch,13.5,1
BL-13470,qc,label_mismatch,Label mismatch,14.2,1
BL-13473,stage_ship,missed_sla,Missed same-day dock,15.5,0
BL-13474,stage_ship,missed_sla,Missed same-day dock,9.9,0
BL-13476,stage_ship,missed_sla,Missed same-day dock,11.1,0
BL-13480,stage_ship,missed_sla,Missed same-day dock,11.4,0
BL-13481,slot_locate,weight_fail,In-line weight fail,10.0,1
BL-13481,stage_ship,missed_sla,Missed same-day dock,11.5,0
BL-13482,stage_ship,missed_sla,Missed same-day dock,4.5,0
BL-13483,slot_locate,weight_fail,In-line weight fail,4.2,1
BL-13490,qc,weight_fail,In-line weight fail,8.4,1
BL-13512,qc,weight_fail,In-line weight fail,18.9,1
BL-13515,stage_ship,missed_sla,Missed same-day dock,0.4,0
BL-13522,pick,short_pick,Short pick / slot empty,15.8,1
BL-13530,pick,short_pick,Short pick / slot empty,8.5,1
BL-13531,pack,damaged_carton,Damaged carton,7.6,0
BL-13539,stage_ship,missed_sla,Missed same-day dock,0.1,0
BL-13545,qc,weight_fail,In-line weight fail,9.3,1
BL-13554,stage_ship,missed_sla,Missed same-day dock,3.1,0
BL-13567,qc,label_mismatch,Label mismatch,14.6,1
BL-13571,pick,short_pick,Short pick / slot empty,8.0,1
BL-13576,pick,short_pick,Short pick / slot empty,16.1,1
BL-13587,stage_ship,label_mismatch,Label mismatch,12.3,1
BL-13590,pick,short_pick,Short pick / slot empty,11.2,1
BL-13596,stage_ship,missed_sla,Missed same-day dock,9.4,0
BL-13598,stage_ship,missed_sla,Missed same-day dock,10.5,0
BL-13599,stage_ship,weight_fail,In-line weight fail,8.1,1
BL-13608,pack,damaged_carton,Damaged carton,10.2,0
BL-13610,pack,damaged_carton,Damaged carton,15.0,0
BL-13615,pick,short_pick,Short pick / slot empty,16.6,1
BL-13623,pick,short_pick,Short pick / slot empty,9.5,1
BL-13626,qc,weight_fail,In-line weight fail,13.4,1
BL-13626,stage_ship,missed_sla,Missed same-day dock,26.3,0
BL-13628,pack,damaged_carton,Damaged carton,7.8,0
BL-13631,slot_locate,weight_fail,In-line weight fail,12.5,1
BL-13643,slot_locate,weight_fail,In-line weight fail,8.8,1
BL-13645,pick,short_pick,Short pick / slot empty,16.8,1
BL-13657,pack,damaged_carton,Damaged carton,16.3,0
BL-13657,stage_ship,missed_sla,Missed same-day dock,24.7,0
BL-13658,pick,short_pick,Short pick / slot empty,12.6,1
BL-13662,wave_release,label_mismatch,Label mismatch,10.8,1
BL-13672,pick,short_pick,Short pick / slot empty,13.4,1
BL-13672,stage_ship,missed_sla,Missed same-day dock,0.8,0
BL-13677,stage_ship,missed_sla,Missed same-day dock,22.9,0
BL-13684,pick,short_pick,Short pick / slot empty,13.3,1
BL-13705,stage_ship,missed_sla,Missed same-day dock,2.8,0
BL-13708,pick,short_pick,Short pick / slot empty,10.7,1
BL-13713,stage_ship,missed_sla,Missed same-day dock,13.2,0
BL-13716,stage_ship,missed_sla,Missed same-day dock,14.0,0
BL-13718,pick,short_pick,Short pick / slot empty,8.2,1
BL-13722,wave_release,label_mismatch,Label mismatch,15.1,1
BL-13728,pick,short_pick,Short pick / slot empty,15.1,1
BL-13728,stage_ship,missed_sla,Missed same-day dock,4.3,0
BL-13729,stage_ship,missed_sla,Missed same-day dock,11.5,0
BL-13740,pick,short_pick,Short pick / slot empty,11.2,1
BL-13750,pack,damaged_carton,Damaged carton,7.0,0
BL-13750,stage_ship,missed_sla,Missed same-day dock,14.1,0
BL-13754,pack,damaged_carton,Damaged carton,13.5,0
BL-13755,stage_ship,label_mismatch,Label mismatch,11.2,1
BL-13756,stage_ship,missed_sla,Missed same-day dock,5.4,0
BL-13764,qc,label_mismatch,Label mismatch,7.4,1
BL-13767,pack,damaged_carton,Damaged carton,16.2,0
BL-13768,pick,short_pick,Short pick / slot empty,13.5,1
BL-13776,stage_ship,missed_sla,Missed same-day dock,2.7,0
BL-13781,qc,weight_fail,In-line weight fail,8.2,1
BL-13784,stage_ship,weight_fail,In-line weight fail,10.5,1
BL-13794,stage_ship,missed_sla,Missed same-day dock,1.5,0
BL-13799,stage_ship,missed_sla,Missed same-day dock,6.5,0
BL-13803,slot_locate,weight_fail,In-line weight fail,10.8,1
BL-13803,qc,weight_fail,In-line weight fail,10.4,1
BL-13804,slot_locate,weight_fail,In-line weight fail,11.6,1
BL-13804,stage_ship,missed_sla,Missed same-day dock,22.0,0
BL-13809,qc,label_mismatch,Label mismatch,10.0,1
BL-13811,pick,short_pick,Short pick / slot empty,19.1,1
BL-13816,pick,short_pick,Short pick / slot empty,12.6,1
BL-13837,qc,label_mismatch,Label mismatch,8.3,1
BL-13839,wave_release,weight_fail,In-line weight fail,12.6,1
BL-13839,stage_ship,missed_sla,Missed same-day dock,21.9,0
BL-13843,pick,short_pick,Short pick / slot empty,7.2,1
BL-13844,qc,weight_fail,In-line weight fail,8.2,1
BL-13844,stage_ship,missed_sla,Missed same-day dock,7.8,0
BL-13859,qc,label_mismatch,Label mismatch,11.3,1
BL-13860,pack,damaged_carton,Damaged carton,6.3,0
BL-13864,pick,short_pick,Short pick / slot empty,13.4,1
BL-13865,pack,damaged_carton,Damaged carton,12.6,0
BL-13866,stage_ship,missed_sla,Missed same-day dock,6.9,0
BL-13870,qc,weight_fail,In-line weight fail,4.0,1
BL-13874,pack,damaged_carton,Damaged carton,6.2,0
BL-13878,stage_ship,missed_sla,Missed same-day dock,4.0,0
BL-13887,pick,short_pick,Short pick / slot empty,5.1,1
BL-13889,pack,damaged_carton,Damaged carton,10.9,0
BL-13892,stage_ship,missed_sla,Missed same-day dock,0.1,0
BL-13895,qc,label_mismatch,Label mismatch,11.7,1
BL-13896,stage_ship,missed_sla,Missed same-day dock,20.6,0
BL-13903,slot_locate,weight_fail,In-line weight fail,6.8,1
BL-13906,pack,damaged_carton,Damaged carton,9.6,0
BL-13906,stage_ship,missed_sla,Missed same-day dock,6.5,0
BL-13914,slot_locate,weight_fail,In-line weight fail,17.9,1
BL-13919,qc,weight_fail,In-line weight fail,13.1,1
BL-13920,wave_release,label_mismatch,Label mismatch,8.2,1
BL-13938,stage_ship,missed_sla,Missed same-day dock,6.2,0
BL-13942,qc,label_mismatch,Label mismatch,16.0,1
BL-13942,stage_ship,missed_sla,Missed same-day dock,28.9,0
BL-13950,wave_release,weight_fail,In-line weight fail,12.4,1
BL-13952,pick,short_pick,Short pick / slot empty,10.8,1
BL-13955,stage_ship,label_mismatch,Label mismatch,4.5,1
BL-13962,pick,short_pick,Short pick / slot empty,6.2,1
BL-13962,stage_ship,label_mismatch,Label mismatch,8.4,1
BL-13967,qc,label_mismatch,Label mismatch,13.8,1
BL-13967,stage_ship,missed_sla,Missed same-day dock,20.3,0
BL-13971,stage_ship,missed_sla,Missed same-day dock,4.2,0
BL-13973,stage_ship,missed_sla,Missed same-day dock,9.2,0
BL-13974,stage_ship,missed_sla,Missed same-day dock,6.4,0
BL-13975,pick,short_pick,Short pick / slot empty,6.9,1
BL-13990,pick,short_pick,Short pick / slot empty,6.7,1
BL-13991,pack,damaged_carton,Damaged carton,9.2,0
BL-13994,qc,weight_fail,In-line weight fail,13.5,1
BL-13996,pick,short_pick,Short pick / slot empty,9.6,1
BL-13996,stage_ship,missed_sla,Missed same-day dock,0.2,0
BL-13997,qc,label_mismatch,Label mismatch,11.1,1
BL-13998,pack,damaged_carton,Damaged carton,10.2,0
BL-14007,pack,damaged_carton,Damaged carton,9.2,0
BL-14009,qc,label_mismatch,Label mismatch,14.4,1
BL-14013,qc,weight_fail,In-line weight fail,5.9,1
BL-14018,pick,short_pick,Short pick / slot empty,5.8,1
BL-14019,qc,label_mismatch,Label mismatch,4.0,1
BL-14021,qc,weight_fail,In-line weight fail,16.3,1
BL-14030,qc,weight_fail,In-line weight fail,17.5,1
BL-14031,pick,short_pick,Short pick / slot empty,15.2,1
BL-14032,pick,short_pick,Short pick / slot empty,14.2,1
BL-14032,stage_ship,missed_sla,Missed same-day dock,19.7,0
BL-14033,stage_ship,weight_fail,In-line weight fail,11.7,1
BL-14039,pick,short_pick,Short pick / slot empty,4.9,1
BL-14054,pack,damaged_carton,Damaged carton,12.4,0
BL-14059,qc,label_mismatch,Label mismatch,13.5,1
BL-14060,stage_ship,missed_sla,Missed same-day dock,13.9,0
BL-14070,pack,damaged_carton,Damaged carton,9.2,0
BL-14076,slot_locate,weight_fail,In-line weight fail,7.3,1
BL-14081,qc,label_mismatch,Label mismatch,8.8,1
BL-14084,slot_locate,label_mismatch,Label mismatch,9.5,1
BL-14097,qc,label_mismatch,Label mismatch,8.2,1
BL-14097,stage_ship,missed_sla,Missed same-day dock,17.6,0
BL-14107,pack,damaged_carton,Damaged carton,14.2,0
BL-14110,pack,damaged_carton,Damaged carton,14.3,0
BL-14110,stage_ship,missed_sla,Missed same-day dock,33.0,0
BL-14124,qc,label_mismatch,Label mismatch,6.0,1
BL-14128,pack,damaged_carton,Damaged carton,18.2,0
BL-14134,qc,weight_fail,In-line weight fail,9.2,1
BL-14134,stage_ship,label_mismatch,Label mismatch,9.8,1
BL-14148,stage_ship,missed_sla,Missed same-day dock,4.9,0
BL-14152,qc,weight_fail,In-line weight fail,10.8,1
BL-14154,stage_ship,missed_sla,Missed same-day dock,19.1,0
BL-14159,slot_locate,weight_fail,In-line weight fail,4.0,1
BL-14160,qc,weight_fail,In-line weight fail,10.4,1
BL-14168,pack,damaged_carton,Damaged carton,12.0,0
BL-14168,qc,label_mismatch,Label mismatch,8.0,1
BL-14168,stage_ship,missed_sla,Missed same-day dock,31.8,0
BL-14170,slot_locate,label_mismatch,Label mismatch,12.4,1
BL-14200,pick,short_pick,Short pick / slot empty,18.7,1
BL-14200,stage_ship,label_mismatch,Label mismatch,11.8,1
BL-14203,qc,label_mismatch,Label mismatch,11.7,1
BL-14205,qc,label_mismatch,Label mismatch,6.9,1
BL-14217,stage_ship,missed_sla,Missed same-day dock,4.3,0
BL-14233,slot_locate,label_mismatch,Label mismatch,8.9,1
BL-14237,pack,damaged_carton,Damaged carton,5.5,0
BL-14238,stage_ship,missed_sla,Missed same-day dock,1.0,0
BL-14241,pick,short_pick,Short pick / slot empty,12.7,1
BL-14246,qc,weight_fail,In-line weight fail,10.3,1
BL-14255,pack,damaged_carton,Damaged carton,12.8,0
BL-14260,stage_ship,missed_sla,Missed same-day dock,7.2,0
BL-14267,pack,damaged_carton,Damaged carton,8.8,0
BL-14282,pick,short_pick,Short pick / slot empty,11.7,1
BL-14284,wave_release,weight_fail,In-line weight fail,12.0,1
BL-14286,stage_ship,missed_sla,Missed same-day dock,3.3,0
BL-14302,pack,damaged_carton,Damaged carton,12.9,0
BL-14302,stage_ship,missed_sla,Missed same-day dock,5.0,0
BL-14305,slot_locate,weight_fail,In-line weight fail,9.9,1
BL-14310,qc,label_mismatch,Label mismatch,7.2,1
BL-14313,pack,damaged_carton,Damaged carton,17.8,0
BL-14314,qc,weight_fail,In-line weight fail,7.2,1
BL-14320,pack,damaged_carton,Damaged carton,13.5,0
BL-14329,pack,damaged_carton,Damaged carton,8.1,0
BL-14333,pack,damaged_carton,Damaged carton,5.0,0
BL-14334,pack,damaged_carton,Damaged carton,10.8,0
BL-14349,stage_ship,missed_sla,Missed same-day dock,1.3,0
BL-14350,stage_ship,missed_sla,Missed same-day dock,11.4,0
BL-14355,pick,short_pick,Short pick / slot empty,14.5,1
BL-14360,qc,label_mismatch,Label mismatch,12.2,1
BL-14361,qc,label_mismatch,Label mismatch,17.8,1
BL-14362,pick,short_pick,Short pick / slot empty,13.4,1
BL-14368,pick,short_pick,Short pick / slot empty,8.5,1
BL-14376,pack,damaged_carton,Damaged carton,9.3,0
BL-14377,qc,label_mismatch,Label mismatch,4.0,1
BL-14381,qc,label_mismatch,Label mismatch,5.4,1
BL-14385,stage_ship,missed_sla,Missed same-day dock,14.2,0
BL-14391,pick,short_pick,Short pick / slot empty,11.1,1
BL-14396,pack,damaged_carton,Damaged carton,11.8,0
BL-14396,qc,weight_fail,In-line weight fail,14.3,1
BL-14396,stage_ship,missed_sla,Missed same-day dock,2.7,0
BL-14402,pack,damaged_carton,Damaged carton,9.5,0
BL-14405,pack,damaged_carton,Damaged carton,12.2,0
BL-14435,pack,damaged_carton,Damaged carton,16.3,0
BL-14436,pack,damaged_carton,Damaged carton,12.9,0
BL-14438,stage_ship,weight_fail,In-line weight fail,13.1,1
BL-14445,pick,short_pick,Short pick / slot empty,9.7,1
BL-14447,wave_release,label_mismatch,Label mismatch,8.1,1
BL-14459,pack,damaged_carton,Damaged carton,11.7,0
BL-14463,pack,damaged_carton,Damaged carton,15.4,0
BL-14464,wave_release,label_mismatch,Label mismatch,12.4,1
BL-14466,qc,label_mismatch,Label mismatch,10.2,1
BL-14474,pick,short_pick,Short pick / slot empty,15.6,1
BL-14480,pack,damaged_carton,Damaged carton,9.9,0
BL-14494,wave_release,label_mismatch,Label mismatch,10.4,1
BL-14495,stage_ship,missed_sla,Missed same-day dock,2.3,0
BL-14504,slot_locate,label_mismatch,Label mismatch,15.6,1
BL-14506,slot_locate,weight_fail,In-line weight fail,7.8,1
BL-14520,pack,damaged_carton,Damaged carton,8.5,0
BL-14524,pack,damaged_carton,Damaged carton,7.7,0
BL-14524,stage_ship,missed_sla,Missed same-day dock,1.5,0
